Iteration;Execution time (ms);Genetic Algorithm;;;Simulation;;;Chromosome;allied;;conflict;;guardian;;herald;;hero;;journey;;mentor;;monomyth;;shadow;;shapeshifter;;trickster;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;2308370;2106,4;691,7111;296,1427;2106,4;811,0867;15;[8, 8, 13, 14, 111, 0.35934746, 0.39996383, 0.39606702, 0.47074524, 0.3724033, 0.5960801, 0.8381265, 0.12783305, 0.2544009, 0.34381372, 0.6824893, 0.95523554, 0.8330573, 0.95176184, 0.28590173, 0.21108562, 0.4350443, 0.47001088, 0.10399985, 0.23409303, 0.11015623, 0.4796212, 0.7557408, 0.484663, 0.3609316, 0.7702651, 0.54294187, 0.5144732, 0.61460537, 0.47955555, 0.3108421, 0.52896285, 0.6654972, 0.45479614, 0.35899642, 0.659234, 0.48006603, 0.33415028, 0.073392704, 0.43380666, 0.32463807, 0.4578199, 0.8573705, 0.6880114, 0.90475285, 0.8701052, 0.8633881];427,86667;144,56529;664,4667;136,4786;494,26666;329,63626;2,5333333;5,423055;61,466667;20,30435;61,466667;20,30435;49,866665;18,950562;0;0;61,466667;20,30435;32,6;91,43366;250,4;142,31744;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;3063849;2162,6;954,01556;421,12152;2162,6;790,65125;15;[8, 13, 16, 12, 118, 0.7327783, 0.26940846, 0.53419083, 0.32888508, 0.7158151, 0.48349786, 0.72604847, 0.32824433, 0.70974827, 0.25301278, 0.67738366, 0.8706915, 0.53826237, 0.6422, 0.3399359, 0.27310407, 0.3204898, 0.40388346, 0.30922022, 0.43276185, 0.15036993, 0.63422865, 0.6131882, 0.4441651, 0.8742597, 0.81708944, 0.5540205, 0.29796532, 0.7387714, 0.7462096, 0.5839229, 0.530093, 0.27414107, 0.5437241, 0.19309908, 0.1592864, 0.25350767, 0.5600525, 0.059693474, 0.3143948, 0.6742968, 0.41712257, 0.800971, 0.6247176, 0.7417884, 0.42266732, 0.9598784];583,6;206,02837;650,06665;118,785805;368,46667;212,95837;1;1,1952286;58,866665;21,009748;58,866665;21,009748;38,533333;19,430708;0;0;58,866665;21,009748;8,466666;24,686222;335,86667;187,67444;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;3680932;2162,6;1022,13556;356,34772;2162,6;790,65125;15;[8, 13, 16, 12, 118, 0.7327783, 0.26940846, 0.53419083, 0.32888508, 0.7158151, 0.48349786, 0.72604847, 0.32824433, 0.70974827, 0.25301278, 0.67738366, 0.8706915, 0.53826237, 0.6422, 0.3399359, 0.27310407, 0.3204898, 0.40388346, 0.30922022, 0.43276185, 0.15036993, 0.63422865, 0.6131882, 0.4441651, 0.8742597, 0.81708944, 0.5540205, 0.29796532, 0.7387714, 0.7462096, 0.5839229, 0.530093, 0.27414107, 0.5437241, 0.19309908, 0.1592864, 0.25350767, 0.5600525, 0.059693474, 0.3143948, 0.6742968, 0.41712257, 0.800971, 0.6247176, 0.7417884, 0.42266732, 0.9598784];583,6;206,02837;650,06665;118,785805;368,46667;212,95837;1;1,1952286;58,866665;21,009748;58,866665;21,009748;38,533333;19,430708;0;0;58,866665;21,009748;8,466666;24,686222;335,86667;187,67444;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;4206845;2162,6;1112,7134;374,01257;2162,6;790,65125;15;[8, 13, 16, 12, 118, 0.7327783, 0.26940846, 0.53419083, 0.32888508, 0.7158151, 0.48349786, 0.72604847, 0.32824433, 0.70974827, 0.25301278, 0.67738366, 0.8706915, 0.53826237, 0.6422, 0.3399359, 0.27310407, 0.3204898, 0.40388346, 0.30922022, 0.43276185, 0.15036993, 0.63422865, 0.6131882, 0.4441651, 0.8742597, 0.81708944, 0.5540205, 0.29796532, 0.7387714, 0.7462096, 0.5839229, 0.530093, 0.27414107, 0.5437241, 0.19309908, 0.1592864, 0.25350767, 0.5600525, 0.059693474, 0.3143948, 0.6742968, 0.41712257, 0.800971, 0.6247176, 0.7417884, 0.42266732, 0.9598784];583,6;206,02837;650,06665;118,785805;368,46667;212,95837;1;1,1952286;58,866665;21,009748;58,866665;21,009748;38,533333;19,430708;0;0;58,866665;21,009748;8,466666;24,686222;335,86667;187,67444;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;5120002;2501,8;1286,0289;557,3227;2501,8;822,764;15;[15, 14, 15, 16, 122, 0.5519501, 0.07038333, 0.38265425, 0.26845953, 0.3974585, 0.7086877, 0.91459966, 0.44562358, 0.5457672, 0.16298583, 0.31840044, 0.89809686, 0.5246002, 0.76570284, 0.38339886, 0.22291762, 0.41739345, 0.3991969, 0.28933793, 0.53420246, 0.20260373, 0.6299104, 0.47669524, 0.37864965, 0.54256046, 0.8357244, 0.56884414, 0.53859776, 0.81882644, 0.49404806, 0.56320655, 0.5297705, 0.13848951, 0.25775224, 0.18161072, 0.5027374, 0.2532101, 0.5018358, 0.28138012, 0.4562133, 0.60519445, 0.5001615, 0.83932436, 0.41378504, 0.21477994, 0.19353642, 0.8327484];672,06665;221,2111;808,13336;144,30566;649,6667;407,66525;1,0666667;2,2509258;78,6;19,223497;78,6;19,223497;47,666668;19,04756;0;0;78,6;19,223497;10,333333;15,328156;77,066666;40,469505;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;5281527;2501,8;1311,2689;531,66724;2501,8;822,764;15;[15, 14, 15, 16, 122, 0.5519501, 0.07038333, 0.38265425, 0.26845953, 0.3974585, 0.7086877, 0.91459966, 0.44562358, 0.5457672, 0.16298583, 0.31840044, 0.89809686, 0.5246002, 0.76570284, 0.38339886, 0.22291762, 0.41739345, 0.3991969, 0.28933793, 0.53420246, 0.20260373, 0.6299104, 0.47669524, 0.37864965, 0.54256046, 0.8357244, 0.56884414, 0.53859776, 0.81882644, 0.49404806, 0.56320655, 0.5297705, 0.13848951, 0.25775224, 0.18161072, 0.5027374, 0.2532101, 0.5018358, 0.28138012, 0.4562133, 0.60519445, 0.5001615, 0.83932436, 0.41378504, 0.21477994, 0.19353642, 0.8327484];672,06665;221,2111;808,13336;144,30566;649,6667;407,66525;1,0666667;2,2509258;78,6;19,223497;78,6;19,223497;47,666668;19,04756;0;0;78,6;19,223497;10,333333;15,328156;77,066666;40,469505;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;4805731;2501,8;1289,86;498,1857;2501,8;822,764;15;[15, 14, 15, 16, 122, 0.5519501, 0.07038333, 0.38265425, 0.26845953, 0.3974585, 0.7086877, 0.91459966, 0.44562358, 0.5457672, 0.16298583, 0.31840044, 0.89809686, 0.5246002, 0.76570284, 0.38339886, 0.22291762, 0.41739345, 0.3991969, 0.28933793, 0.53420246, 0.20260373, 0.6299104, 0.47669524, 0.37864965, 0.54256046, 0.8357244, 0.56884414, 0.53859776, 0.81882644, 0.49404806, 0.56320655, 0.5297705, 0.13848951, 0.25775224, 0.18161072, 0.5027374, 0.2532101, 0.5018358, 0.28138012, 0.4562133, 0.60519445, 0.5001615, 0.83932436, 0.41378504, 0.21477994, 0.19353642, 0.8327484];672,06665;221,2111;808,13336;144,30566;649,6667;407,66525;1,0666667;2,2509258;78,6;19,223497;78,6;19,223497;47,666668;19,04756;0;0;78,6;19,223497;10,333333;15,328156;77,066666;40,469505;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;5601578;2501,8;1396,1866;450,68115;2501,8;822,764;15;[15, 14, 15, 16, 122, 0.5519501, 0.07038333, 0.38265425, 0.26845953, 0.3974585, 0.7086877, 0.91459966, 0.44562358, 0.5457672, 0.16298583, 0.31840044, 0.89809686, 0.5246002, 0.76570284, 0.38339886, 0.22291762, 0.41739345, 0.3991969, 0.28933793, 0.53420246, 0.20260373, 0.6299104, 0.47669524, 0.37864965, 0.54256046, 0.8357244, 0.56884414, 0.53859776, 0.81882644, 0.49404806, 0.56320655, 0.5297705, 0.13848951, 0.25775224, 0.18161072, 0.5027374, 0.2532101, 0.5018358, 0.28138012, 0.4562133, 0.60519445, 0.5001615, 0.83932436, 0.41378504, 0.21477994, 0.19353642, 0.8327484];672,06665;221,2111;808,13336;144,30566;649,6667;407,66525;1,0666667;2,2509258;78,6;19,223497;78,6;19,223497;47,666668;19,04756;0;0;78,6;19,223497;10,333333;15,328156;77,066666;40,469505;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;5593647;2513,1333;1397,6934;497,49356;2513,1333;965,8089;15;[16, 15, 13, 15, 123, 0.6013454, 0.03490833, 0.40170342, 0.49040323, 0.35146546, 0.6603427, 0.6611381, 0.084637344, 0.8678607, 0.06751901, 0.7035177, 0.93580836, 0.5308318, 0.7350056, 0.41647667, 0.26065615, 0.3254051, 0.42541373, 0.33416924, 0.6468102, 0.13558799, 0.63103825, 0.64585316, 0.26501527, 0.77501696, 0.8333921, 0.5561199, 0.39065522, 0.28211942, 0.6700351, 0.44920063, 0.4703601, 0.23149285, 0.50054634, 0.105821565, 0.871611, 0.2490261, 0.57294154, 0.37003094, 0.36493963, 0.49061042, 0.48885816, 0.7886495, 0.74425066, 0.7436923, 0.46472672, 0.8242026];747;299,27267;761,73334;122,40359;593,73334;421,39487;3,0666666;5,981718;77,86667;29,959179;77,86667;29,959179;43,866665;22,977837;0;0;77,86667;29,959179;18,666666;23,702522;111,46667;75,11502;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;7867356;3353,0667;1845,5867;639,9243;3353,0667;2528,1323;15;[14, 15, 13, 15, 123, 0.49945974, 0.62481874, 0.43564868, 0.31313598, 0.3671281, 0.71138906, 0.48725617, 0.25032997, 0.7453971, 0.09972197, 0.74140525, 0.93566656, 0.3875249, 0.8831722, 0.59622914, 0.05973614, 0.22467719, 0.397605, 0.3612729, 0.69526774, 0.21710853, 0.77820694, 0.61881894, 0.46753043, 0.5146729, 0.82493705, 0.7951431, 0.39743692, 0.36385515, 0.6540743, 0.56788784, 0.56546885, 0.41197565, 0.6157251, 0.11466979, 0.76923233, 0.27816114, 0.64530045, 0.4008028, 0.7460575, 0.5409867, 0.4856682, 0.7777696, 0.0737772, 0.68310964, 0.57076335, 0.8457769];263,13333;155,5896;1172,7333;405,57553;1357,1333;1618,8544;6,733333;17,470245;113,13333;62,998714;113,13333;62,998714;102,53333;59,670364;0;0;113,13333;62,998714;8,2;16,848907;103,2;105,33497;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;10717564;3353,0667;1989,7289;497,6784;3353,0667;2528,1323;15;[14, 15, 13, 15, 123, 0.49945974, 0.62481874, 0.43564868, 0.31313598, 0.3671281, 0.71138906, 0.48725617, 0.25032997, 0.7453971, 0.09972197, 0.74140525, 0.93566656, 0.3875249, 0.8831722, 0.59622914, 0.05973614, 0.22467719, 0.397605, 0.3612729, 0.69526774, 0.21710853, 0.77820694, 0.61881894, 0.46753043, 0.5146729, 0.82493705, 0.7951431, 0.39743692, 0.36385515, 0.6540743, 0.56788784, 0.56546885, 0.41197565, 0.6157251, 0.11466979, 0.76923233, 0.27816114, 0.64530045, 0.4008028, 0.7460575, 0.5409867, 0.4856682, 0.7777696, 0.0737772, 0.68310964, 0.57076335, 0.8457769];263,13333;155,5896;1172,7333;405,57553;1357,1333;1618,8544;6,733333;17,470245;113,13333;62,998714;113,13333;62,998714;102,53333;59,670364;0;0;113,13333;62,998714;8,2;16,848907;103,2;105,33497;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;12219268;3640,2;2153,909;695,8443;3640,2;3360,768;15;[13, 15, 13, 15, 128, 0.5598408, 0.42973903, 0.45571917, 0.3073247, 0.39309353, 0.60082704, 0.5993625, 0.44692868, 0.5610267, 0.09430765, 0.7399887, 0.9246301, 0.36143476, 0.8979663, 0.5910716, 0.31415206, 0.1875644, 0.3838731, 0.19146477, 0.6830316, 0.21942116, 0.7607184, 0.71803844, 0.3491196, 0.4483092, 0.852859, 0.6738954, 0.3886767, 0.36052006, 0.69919765, 0.5973726, 0.5692566, 0.20039207, 0.62757427, 0.12137332, 0.7345554, 0.27778068, 0.6245669, 0.40304998, 0.68214846, 0.48605275, 0.49486524, 0.795631, 0.19565544, 0.6525108, 0.28066093, 0.8443334];1137,6666;765,7135;1037,4;475,47372;982;1656,0862;5,266667;16,064453;76,73333;50,605568;76,73333;50,605568;74,13333;57,81481;0;0;76,73333;50,605568;0,73333335;2,3441923;172,8;291,53076;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;14476698;4296,467;2362,578;741,799;4296,467;1552,3442;15;[8, 16, 13, 14, 127, 0.55330235, 0.4656241, 0.44373405, 0.34615862, 0.31251934, 0.69660115, 0.5981395, 0.3769008, 0.81111825, 0.06760314, 0.50436074, 0.7982547, 0.41717964, 0.7483648, 0.7397578, 0.25090694, 0.2748353, 0.30193877, 0.33788836, 0.6223256, 0.25474936, 0.42325076, 0.62511015, 0.4249153, 0.58144534, 0.82599753, 0.57878137, 0.37423438, 0.18038566, 0.7148144, 0.5745504, 0.48856097, 0.13553293, 0.6137125, 0.031434104, 0.5326015, 0.2621563, 0.61058104, 0.47580868, 0.6342768, 0.5574857, 0.4853302, 0.7713607, 0.58049613, 0.81047726, 0.59292173, 0.8422444];1290,1333;432,37714;1058,0667;216,8085;1020,3333;624,9894;5,266667;9,44508;96,86667;26,232115;96,86667;26,232115;104,2;47,694263;0;0;96,86667;26,232115;2,5333333;6,0103087;525,3333;230,96773;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;13523748;4988;2521,3489;990,0835;4988;4459,2344;15;[8, 15, 11, 14, 126, 0.5738929, 0.25734508, 0.44112074, 0.30944303, 0.39266577, 0.5901381, 0.6794748, 0.591809, 0.4411162, 0.071247876, 0.80555916, 0.9068722, 0.46350932, 0.730297, 0.59939945, 0.37381664, 0.3344186, 0.44793797, 0.18602656, 0.608511, 0.117053784, 0.36489907, 0.53811675, 0.3769663, 0.63387287, 0.837538, 0.6337379, 0.3991588, 0.531327, 0.87468797, 0.5806353, 0.47294137, 0.19945553, 0.570392, 0.097631104, 0.016369592, 0.25549132, 0.73048806, 0.39928162, 0.729578, 0.4982278, 0.4651958, 0.756183, 0.72180146, 0.47888964, 0.53289366, 0.87820894];1917,7333;1225,0568;894,5333;309,06723;1209,4667;2175,9692;7,133333;27,078897;98,53333;63,796406;98,53333;63,796406;89;45,050766;0;0;98,53333;63,796406;13,666667;25,09316;560,86664;526,3487;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23;10590289;4988;2690,3044;844,8987;4988;4459,2344;15;[8, 15, 11, 14, 126, 0.5738929, 0.25734508, 0.44112074, 0.30944303, 0.39266577, 0.5901381, 0.6794748, 0.591809, 0.4411162, 0.071247876, 0.80555916, 0.9068722, 0.46350932, 0.730297, 0.59939945, 0.37381664, 0.3344186, 0.44793797, 0.18602656, 0.608511, 0.117053784, 0.36489907, 0.53811675, 0.3769663, 0.63387287, 0.837538, 0.6337379, 0.3991588, 0.531327, 0.87468797, 0.5806353, 0.47294137, 0.19945553, 0.570392, 0.097631104, 0.016369592, 0.25549132, 0.73048806, 0.39928162, 0.729578, 0.4982278, 0.4651958, 0.756183, 0.72180146, 0.47888964, 0.53289366, 0.87820894];1917,7333;1225,0568;894,5333;309,06723;1209,4667;2175,9692;7,133333;27,078897;98,53333;63,796406;98,53333;63,796406;89;45,050766;0;0;98,53333;63,796406;13,666667;25,09316;560,86664;526,3487;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;13636158;5899,067;2706,8022;1280,3812;5899,067;3438,422;15;[9, 15, 16, 15, 127, 0.55635804, 0.6366415, 0.4486728, 0.33852372, 0.36412945, 0.6685745, 0.58458865, 0.5667337, 0.81414425, 0.042360924, 0.7521766, 0.929134, 0.74765307, 0.74959284, 0.41152823, 0.30147254, 0.27519235, 0.2438134, 0.32836044, 0.6957075, 0.16866745, 0.3799342, 0.705353, 0.4235216, 0.5613799, 0.814855, 0.6145379, 0.3602876, 0.2324781, 0.709522, 0.58520633, 0.6064579, 0.26060635, 0.6322924, 0.17100033, 0.7723492, 0.17401604, 0.59137547, 0.4207559, 0.70419496, 0.54788303, 0.47476226, 0.7652432, 0.2818972, 0.73823065, 0.6766523, 0.86885136];1945,7333;734,08246;1121,8;246,69998;1263,6666;833,2834;6,6666665;11,349428;126,933334;37,329548;126,933334;37,329548;205,8;75,05255;402,66666;1559,5214;126,933334;37,329548;25,2;64,70174;546,73334;248,95424;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25;12101036;5899,067;2536,9355;965,1875;5899,067;3438,422;15;[9, 15, 16, 15, 127, 0.55635804, 0.6366415, 0.4486728, 0.33852372, 0.36412945, 0.6685745, 0.58458865, 0.5667337, 0.81414425, 0.042360924, 0.7521766, 0.929134, 0.74765307, 0.74959284, 0.41152823, 0.30147254, 0.27519235, 0.2438134, 0.32836044, 0.6957075, 0.16866745, 0.3799342, 0.705353, 0.4235216, 0.5613799, 0.814855, 0.6145379, 0.3602876, 0.2324781, 0.709522, 0.58520633, 0.6064579, 0.26060635, 0.6322924, 0.17100033, 0.7723492, 0.17401604, 0.59137547, 0.4207559, 0.70419496, 0.54788303, 0.47476226, 0.7652432, 0.2818972, 0.73823065, 0.6766523, 0.86885136];1945,7333;734,08246;1121,8;246,69998;1263,6666;833,2834;6,6666665;11,349428;126,933334;37,329548;126,933334;37,329548;205,8;75,05255;402,66666;1559,5214;126,933334;37,329548;25,2;64,70174;546,73334;248,95424;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
