Iteration;Execution time (ms);Genetic Algorithm;;;Simulation;;;Chromosome;allied;;conflict;;guardian;;herald;;hero;;journey;;mentor;;monomyth;;shadow;;shapeshifter;;trickster;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Best fitness;Population average;Population Std. Dev.;Best Fitness;Trials Std. Dev.;Number of trials;;Trials average;Trials Std. Dev.;Trials average;Trials Std. Dev.;Trials average;Trials Std. Dev.;Trials average;Trials Std. Dev.;Trials average;Trials Std. Dev.;Trials average;Trials Std. Dev.;Trials average;Trials Std. Dev.;Trials average;Trials Std. Dev.;Trials average;Trials Std. Dev.;Trials average;Trials Std. Dev.;Trials average;Trials Std. Dev.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;8185938;18,939638;16,034348;1,3877093;18,939638;2,0210662;15;[8, 14, 15, 16, 125, 0.607147, 0.7754074, 0.5777649, 0.43786982, 0.60381854, 0.8754661, 0.60023326, 0.55381876, 0.47678655, 0.44374222, 0.7847512, 0.91411614, 0.67308235, 0.70809704, 0.7420456, 0.14192317, 0.5067649, 0.5623805, 0.64390707, 0.4832589, 0.6454731, 0.570101, 0.49072188, 0.4150567, 0.77017343, 0.7046435, 0.06348127, 0.3625742, 0.6891605, 0.82290864, 0.87434524, 0.9411665, 0.82510054, 0.68509495, 0.50464356, 0.60690886, 0.14423324, 0.7179569, 0.77078706, 0.5976381, 0.5949975, 0.9521236, 0.38452247, 0.5028121, 0.6447285, 0.41745034, 0.42058143];489,6;331,15207;801,93335;146,14839;640,93335;653,0075;2,5333333;5,8781276;86,26667;42,715786;86,26667;42,715786;59,533333;37,67505;0;0;86,26667;42,715786;5,4;9,890833;428,06668;375,1235;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;12679495;18,939638;16,773598;0,7564035;18,939638;2,0210662;15;[8, 14, 15, 16, 125, 0.607147, 0.7754074, 0.5777649, 0.43786982, 0.60381854, 0.8754661, 0.60023326, 0.55381876, 0.47678655, 0.44374222, 0.7847512, 0.91411614, 0.67308235, 0.70809704, 0.7420456, 0.14192317, 0.5067649, 0.5623805, 0.64390707, 0.4832589, 0.6454731, 0.570101, 0.49072188, 0.4150567, 0.77017343, 0.7046435, 0.06348127, 0.3625742, 0.6891605, 0.82290864, 0.87434524, 0.9411665, 0.82510054, 0.68509495, 0.50464356, 0.60690886, 0.14423324, 0.7179569, 0.77078706, 0.5976381, 0.5949975, 0.9521236, 0.38452247, 0.5028121, 0.6447285, 0.41745034, 0.42058143];489,6;331,15207;801,93335;146,14839;640,93335;653,0075;2,5333333;5,8781276;86,26667;42,715786;86,26667;42,715786;59,533333;37,67505;0;0;86,26667;42,715786;5,4;9,890833;428,06668;375,1235;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;12303496;18,939638;16,636778;1,0329045;18,939638;2,0210662;15;[8, 14, 15, 16, 125, 0.607147, 0.7754074, 0.5777649, 0.43786982, 0.60381854, 0.8754661, 0.60023326, 0.55381876, 0.47678655, 0.44374222, 0.7847512, 0.91411614, 0.67308235, 0.70809704, 0.7420456, 0.14192317, 0.5067649, 0.5623805, 0.64390707, 0.4832589, 0.6454731, 0.570101, 0.49072188, 0.4150567, 0.77017343, 0.7046435, 0.06348127, 0.3625742, 0.6891605, 0.82290864, 0.87434524, 0.9411665, 0.82510054, 0.68509495, 0.50464356, 0.60690886, 0.14423324, 0.7179569, 0.77078706, 0.5976381, 0.5949975, 0.9521236, 0.38452247, 0.5028121, 0.6447285, 0.41745034, 0.42058143];489,6;331,15207;801,93335;146,14839;640,93335;653,0075;2,5333333;5,8781276;86,26667;42,715786;86,26667;42,715786;59,533333;37,67505;0;0;86,26667;42,715786;5,4;9,890833;428,06668;375,1235;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;14130385;19,66907;17,226519;1,0123656;19,66907;2,986517;15;[8, 13, 15, 16, 122, 0.626604, 0.7832793, 0.50498116, 0.38677502, 0.6108835, 0.8314415, 0.5505834, 0.4117533, 0.4881053, 0.46582875, 0.7439713, 0.90860015, 0.69980305, 0.70498735, 0.8458002, 0.15459639, 0.15590073, 0.61873937, 0.65062714, 0.5070317, 0.8682554, 0.60038376, 0.38443923, 0.44052607, 0.74763733, 0.7549426, 0.16147411, 0.3575778, 0.68355083, 0.75893116, 0.82633984, 0.69805014, 0.7877094, 0.699094, 0.37396836, 0.5531171, 0.15425396, 0.71286005, 0.7667041, 0.54375654, 0.58968234, 0.815869, 0.3421046, 0.49920374, 0.64951056, 0.43459424, 0.41876888];463,8;257,66928;733,73334;153,20316;563,6667;447,90027;4;10,5085;83,13333;35,962017;83,13333;35,962017;86,8;44,252846;94,4;249,7807;83,13333;35,962017;9,666667;14,646631;496,53333;355,26968;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23;12593211;19,761528;17,557896;1,1878339;19,761528;2,5873542;15;[8, 16, 16, 15, 127, 0.74038005, 0.8826587, 0.50944936, 0.43447235, 0.6008782, 0.8125714, 0.6050087, 0.2969302, 0.5144549, 0.43601203, 0.7106793, 0.90781385, 0.63553333, 0.6992534, 0.87812895, 0.19160977, 0.20812461, 0.57413095, 0.6152549, 0.66463625, 0.7051914, 0.97470105, 0.5887568, 0.36013943, 0.5546105, 0.9339608, 0.24297135, 0.36134902, 0.5735028, 0.55878466, 0.8301636, 0.72145873, 0.51287127, 0.80104303, 0.55582386, 0.62238705, 0.14083116, 0.7885845, 0.77377075, 0.66632664, 0.6541186, 0.65413517, 0.38959754, 0.5351364, 0.80080837, 0.40303358, 0.42744562];534,93335;289,1721;830,73334;163,82458;568,13336;486,18457;18;35,270386;81,86667;43,1573;81,86667;43,1573;70,4;41,218582;11,733334;45,443005;81,86667;43,1573;11,133333;25,753963;477,33334;236,68835;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;12837140;20,84626;18,100134;1,1363739;20,84626;1,6515735;15;[8, 15, 15, 16, 127, 0.7224313, 0.96790695, 0.5095618, 0.4158324, 0.6051618, 0.81117386, 0.5009065, 0.34993485, 0.49680135, 0.4514246, 0.7395868, 0.90722305, 0.6525199, 0.6996795, 0.890606, 0.18513599, 0.024101995, 0.6337364, 0.6082452, 0.51191205, 0.8725072, 0.9115589, 0.44224626, 0.44152564, 0.7601626, 0.9336465, 0.13698256, 0.3620306, 0.5431172, 0.45767143, 0.8287953, 0.7173573, 0.541392, 0.85016775, 0.5621363, 0.4956386, 0.1458656, 0.70421636, 0.7707314, 0.6439395, 0.6307759, 0.5342796, 0.39670667, 0.49856505, 0.74388367, 0.39962867, 0.41815537];617,4;319,12018;871,6;267,24677;864,4;1217,7538;28,133333;45,37442;102,8;55,47226;102,8;55,47226;142,8;61,051735;0;0;102,8;55,47226;4,8;8,230605;655,4;601,6925;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25;13815416;20,902124;18,573082;0,97207093;20,902124;1,2921522;15;[8, 15, 16, 15, 127, 0.72846156, 0.92723006, 0.5095462, 0.43923143, 0.60026354, 0.8131781, 0.49983674, 0.32858977, 0.5204368, 0.44228444, 0.6102385, 0.9079702, 0.6470632, 0.69905025, 0.89580834, 0.18421239, 0.021173988, 0.6354497, 0.60940105, 0.5647585, 0.93788534, 0.9387047, 0.53875977, 0.35796922, 0.63086003, 0.9335882, 0.25309458, 0.36180705, 0.5603731, 0.5693047, 0.829523, 0.6071143, 0.51372313, 0.8695462, 0.55501425, 0.56344295, 0.13983667, 0.7431723, 0.7726708, 0.6329476, 0.6237753, 0.60452664, 0.40427828, 0.51914304, 0.7229006, 0.40088534, 0.419587];606,73334;219,33617;860,5333;116,47432;696,4667;384,1045;13,466666;10,273869;100,2;30,671532;100,2;30,671532;132;27,938707;8,266666;32,016663;100,2;30,671532;2,4;3,1350553;621,5333;288,4686;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26;18059056;20,902124;18,483551;0,82921904;20,902124;1,2921522;15;[8, 15, 16, 15, 127, 0.72846156, 0.92723006, 0.5095462, 0.43923143, 0.60026354, 0.8131781, 0.49983674, 0.32858977, 0.5204368, 0.44228444, 0.6102385, 0.9079702, 0.6470632, 0.69905025, 0.89580834, 0.18421239, 0.021173988, 0.6354497, 0.60940105, 0.5647585, 0.93788534, 0.9387047, 0.53875977, 0.35796922, 0.63086003, 0.9335882, 0.25309458, 0.36180705, 0.5603731, 0.5693047, 0.829523, 0.6071143, 0.51372313, 0.8695462, 0.55501425, 0.56344295, 0.13983667, 0.7431723, 0.7726708, 0.6329476, 0.6237753, 0.60452664, 0.40427828, 0.51914304, 0.7229006, 0.40088534, 0.419587];606,73334;219,33617;860,5333;116,47432;696,4667;384,1045;13,466666;10,273869;100,2;30,671532;100,2;30,671532;132;27,938707;8,266666;32,016663;100,2;30,671532;2,4;3,1350553;621,5333;288,4686;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27;15538174;21,137182;18,836859;0,643582;21,137182;2,2139819;15;[8, 15, 16, 16, 128, 0.62982106, 0.86662936, 0.5007489, 0.41079336, 0.5993273, 0.82513773, 0.5104146, 0.36735466, 0.5066324, 0.4155608, 0.72497284, 0.9093047, 0.6417741, 0.7027072, 0.8733549, 0.18279675, 0.10561842, 0.6042626, 0.5975709, 0.57988703, 0.8952345, 0.8515347, 0.7311985, 0.40489772, 0.69079447, 0.9888946, 0.25764346, 0.3610224, 0.7607074, 0.47329262, 0.8283854, 0.7139235, 0.5369707, 0.95871675, 0.59089196, 0.5182996, 0.12544495, 0.71375406, 0.76742744, 0.69250965, 0.60218346, 0.24897267, 0.32917362, 0.54487956, 0.83079463, 0.3857679, 0.4247782];725,26666;348,53702;985,93335;228,2256;972,2;804,6899;12,8;17,85337;108,2;43,832798;108,2;43,832798;110,666664;48,872524;104;281,87637;108,2;43,832798;3,9333334;6,529785;689,3333;394,50903;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28;16911575;21,137182;19,237663;0,8076368;21,137182;2,2139819;15;[8, 15, 16, 16, 128, 0.62982106, 0.86662936, 0.5007489, 0.41079336, 0.5993273, 0.82513773, 0.5104146, 0.36735466, 0.5066324, 0.4155608, 0.72497284, 0.9093047, 0.6417741, 0.7027072, 0.8733549, 0.18279675, 0.10561842, 0.6042626, 0.5975709, 0.57988703, 0.8952345, 0.8515347, 0.7311985, 0.40489772, 0.69079447, 0.9888946, 0.25764346, 0.3610224, 0.7607074, 0.47329262, 0.8283854, 0.7139235, 0.5369707, 0.95871675, 0.59089196, 0.5182996, 0.12544495, 0.71375406, 0.76742744, 0.69250965, 0.60218346, 0.24897267, 0.32917362, 0.54487956, 0.83079463, 0.3857679, 0.4247782];725,26666;348,53702;985,93335;228,2256;972,2;804,6899;12,8;17,85337;108,2;43,832798;108,2;43,832798;110,666664;48,872524;104;281,87637;108,2;43,832798;3,9333334;6,529785;689,3333;394,50903;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;17895790;21,478458;19,615595;0,935371;21,478458;2,144585;15;[8, 15, 16, 15, 121, 0.65373, 0.9510535, 0.49609065, 0.424386, 0.5931808, 0.771823, 0.5937931, 0.38846898, 0.48088276, 0.38678825, 0.72956, 0.90922487, 0.5860803, 0.6902072, 0.87760866, 0.18192744, 0.082137525, 0.5310502, 0.6267965, 0.45447436, 0.8154497, 0.85990524, 0.65217465, 0.42819247, 0.74448866, 0.94202656, 0.083568744, 0.36181095, 0.55956334, 0.47170666, 0.83144355, 0.6094158, 0.559104, 0.9233105, 0.6099297, 0.49641702, 0.12923191, 0.7172276, 0.7655459, 0.6873249, 0.64273417, 0.15710913, 0.30559996, 0.5514872, 0.72807974, 0.5372882, 0.4348122];599;211,69824;893;135,19879;711,86664;467,2133;18,8;19,778053;102,4;37,83196;102,4;37,83196;110,86667;47,099995;43;109,01704;102,4;37,83196;10,2;15,171401;584,2;331,56088;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
