Iteration;Execution time (ms);Genetic Algorithm;;;Simulation;;;Chromosome;allied;;conflict;;guardian;;herald;;hero;;journey;;mentor;;monomyth;;shadow;;shapeshifter;;trickster;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Best fitness;Population average;Population Std. Dev.;Best Fitness;Trials Std. Dev.;Number of trials;;Trials average;Trials Std. Dev.;Trials average;Trials Std. Dev.;Trials average;Trials Std. Dev.;Trials average;Trials Std. Dev.;Trials average;Trials Std. Dev.;Trials average;Trials Std. Dev.;Trials average;Trials Std. Dev.;Trials average;Trials Std. Dev.;Trials average;Trials Std. Dev.;Trials average;Trials Std. Dev.;Trials average;Trials Std. Dev.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;129473;0;0;0;0;0;15;[12, 0, 10, 5, 93, 0.20732862, 0.40840244, 0.81209147, 0.4716527, 0.81980014, 0.41964763, 0.8729252, 0.6137466, 0.72845334, 0.7995988, 0.7965911, 0.0964725, 0.46020633, 0.79994655, 0.37175727, 0.26738793, 0.47359526, 0.7557922, 0.7693366, 0.45881128, 0.4979149, 0.07256746, 0.4368515, 0.2832141, 0.8338629, 0.6472541, 0.24247855, 0.30628186, 0.64337987, 0.49573964, 0.1707049, 0.54196763, 0.38153535, 0.20917833, 0.41334522, 0.214827, 0.45467836, 0.43426633, 0.80013096, 0.72301024, 0.93544453, 0.32339758, 0.59506184, 0.30131578, 0.6259994, 0.36687148, 0.6866638];0;0;10,666667;6,3994045;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;447545;0;0;0;0;0;15;[12, 0, 10, 5, 93, 0.20732862, 0.40840244, 0.81209147, 0.4716527, 0.81980014, 0.41964763, 0.8729252, 0.6137466, 0.72845334, 0.7995988, 0.7965911, 0.0964725, 0.46020633, 0.79994655, 0.37175727, 0.26738793, 0.47359526, 0.7557922, 0.7693366, 0.45881128, 0.4979149, 0.07256746, 0.4368515, 0.2832141, 0.8338629, 0.6472541, 0.24247855, 0.30628186, 0.64337987, 0.49573964, 0.1707049, 0.54196763, 0.38153535, 0.20917833, 0.41334522, 0.214827, 0.45467836, 0.43426633, 0.80013096, 0.72301024, 0.93544453, 0.32339758, 0.59506184, 0.30131578, 0.6259994, 0.36687148, 0.6866638];0;0;10,666667;6,3994045;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;285859;0;0;0;0;0;15;[12, 0, 10, 5, 93, 0.20732862, 0.40840244, 0.81209147, 0.4716527, 0.81980014, 0.41964763, 0.8729252, 0.6137466, 0.72845334, 0.7995988, 0.7965911, 0.0964725, 0.46020633, 0.79994655, 0.37175727, 0.26738793, 0.47359526, 0.7557922, 0.7693366, 0.45881128, 0.4979149, 0.07256746, 0.4368515, 0.2832141, 0.8338629, 0.6472541, 0.24247855, 0.30628186, 0.64337987, 0.49573964, 0.1707049, 0.54196763, 0.38153535, 0.20917833, 0.41334522, 0.214827, 0.45467836, 0.43426633, 0.80013096, 0.72301024, 0.93544453, 0.32339758, 0.59506184, 0.30131578, 0.6259994, 0.36687148, 0.6866638];0;0;10,666667;6,3994045;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;220955;0;0;0;0;0;15;[12, 0, 10, 5, 93, 0.20732862, 0.40840244, 0.81209147, 0.4716527, 0.81980014, 0.41964763, 0.8729252, 0.6137466, 0.72845334, 0.7995988, 0.7965911, 0.0964725, 0.46020633, 0.79994655, 0.37175727, 0.26738793, 0.47359526, 0.7557922, 0.7693366, 0.45881128, 0.4979149, 0.07256746, 0.4368515, 0.2832141, 0.8338629, 0.6472541, 0.24247855, 0.30628186, 0.64337987, 0.49573964, 0.1707049, 0.54196763, 0.38153535, 0.20917833, 0.41334522, 0.214827, 0.45467836, 0.43426633, 0.80013096, 0.72301024, 0.93544453, 0.32339758, 0.59506184, 0.30131578, 0.6259994, 0.36687148, 0.6866638];0;0;10,666667;6,3994045;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;196430;0;0;0;0;0;15;[12, 0, 10, 5, 93, 0.20732862, 0.40840244, 0.81209147, 0.4716527, 0.81980014, 0.41964763, 0.8729252, 0.6137466, 0.72845334, 0.7995988, 0.7965911, 0.0964725, 0.46020633, 0.79994655, 0.37175727, 0.26738793, 0.47359526, 0.7557922, 0.7693366, 0.45881128, 0.4979149, 0.07256746, 0.4368515, 0.2832141, 0.8338629, 0.6472541, 0.24247855, 0.30628186, 0.64337987, 0.49573964, 0.1707049, 0.54196763, 0.38153535, 0.20917833, 0.41334522, 0.214827, 0.45467836, 0.43426633, 0.80013096, 0.72301024, 0.93544453, 0.32339758, 0.59506184, 0.30131578, 0.6259994, 0.36687148, 0.6866638];0;0;10,666667;6,3994045;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;649840;0;0;0;0;0;15;[12, 0, 10, 5, 93, 0.20732862, 0.40840244, 0.81209147, 0.4716527, 0.81980014, 0.41964763, 0.8729252, 0.6137466, 0.72845334, 0.7995988, 0.7965911, 0.0964725, 0.46020633, 0.79994655, 0.37175727, 0.26738793, 0.47359526, 0.7557922, 0.7693366, 0.45881128, 0.4979149, 0.07256746, 0.4368515, 0.2832141, 0.8338629, 0.6472541, 0.24247855, 0.30628186, 0.64337987, 0.49573964, 0.1707049, 0.54196763, 0.38153535, 0.20917833, 0.41334522, 0.214827, 0.45467836, 0.43426633, 0.80013096, 0.72301024, 0.93544453, 0.32339758, 0.59506184, 0.30131578, 0.6259994, 0.36687148, 0.6866638];0;0;10,666667;6,3994045;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;421738;0;0;0;0;0;15;[12, 0, 10, 5, 93, 0.20732862, 0.40840244, 0.81209147, 0.4716527, 0.81980014, 0.41964763, 0.8729252, 0.6137466, 0.72845334, 0.7995988, 0.7965911, 0.0964725, 0.46020633, 0.79994655, 0.37175727, 0.26738793, 0.47359526, 0.7557922, 0.7693366, 0.45881128, 0.4979149, 0.07256746, 0.4368515, 0.2832141, 0.8338629, 0.6472541, 0.24247855, 0.30628186, 0.64337987, 0.49573964, 0.1707049, 0.54196763, 0.38153535, 0.20917833, 0.41334522, 0.214827, 0.45467836, 0.43426633, 0.80013096, 0.72301024, 0.93544453, 0.32339758, 0.59506184, 0.30131578, 0.6259994, 0.36687148, 0.6866638];0;0;10,666667;6,3994045;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;164355;0;0;0;0;0;15;[12, 0, 10, 5, 93, 0.20732862, 0.40840244, 0.81209147, 0.4716527, 0.81980014, 0.41964763, 0.8729252, 0.6137466, 0.72845334, 0.7995988, 0.7965911, 0.0964725, 0.46020633, 0.79994655, 0.37175727, 0.26738793, 0.47359526, 0.7557922, 0.7693366, 0.45881128, 0.4979149, 0.07256746, 0.4368515, 0.2832141, 0.8338629, 0.6472541, 0.24247855, 0.30628186, 0.64337987, 0.49573964, 0.1707049, 0.54196763, 0.38153535, 0.20917833, 0.41334522, 0.214827, 0.45467836, 0.43426633, 0.80013096, 0.72301024, 0.93544453, 0.32339758, 0.59506184, 0.30131578, 0.6259994, 0.36687148, 0.6866638];0;0;10,666667;6,3994045;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;279901;0;0;0;0;0;15;[12, 0, 10, 5, 93, 0.20732862, 0.40840244, 0.81209147, 0.4716527, 0.81980014, 0.41964763, 0.8729252, 0.6137466, 0.72845334, 0.7995988, 0.7965911, 0.0964725, 0.46020633, 0.79994655, 0.37175727, 0.26738793, 0.47359526, 0.7557922, 0.7693366, 0.45881128, 0.4979149, 0.07256746, 0.4368515, 0.2832141, 0.8338629, 0.6472541, 0.24247855, 0.30628186, 0.64337987, 0.49573964, 0.1707049, 0.54196763, 0.38153535, 0.20917833, 0.41334522, 0.214827, 0.45467836, 0.43426633, 0.80013096, 0.72301024, 0.93544453, 0.32339758, 0.59506184, 0.30131578, 0.6259994, 0.36687148, 0.6866638];0;0;10,666667;6,3994045;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;205228;0;0;0;0;0;15;[12, 0, 10, 5, 93, 0.20732862, 0.40840244, 0.81209147, 0.4716527, 0.81980014, 0.41964763, 0.8729252, 0.6137466, 0.72845334, 0.7995988, 0.7965911, 0.0964725, 0.46020633, 0.79994655, 0.37175727, 0.26738793, 0.47359526, 0.7557922, 0.7693366, 0.45881128, 0.4979149, 0.07256746, 0.4368515, 0.2832141, 0.8338629, 0.6472541, 0.24247855, 0.30628186, 0.64337987, 0.49573964, 0.1707049, 0.54196763, 0.38153535, 0.20917833, 0.41334522, 0.214827, 0.45467836, 0.43426633, 0.80013096, 0.72301024, 0.93544453, 0.32339758, 0.59506184, 0.30131578, 0.6259994, 0.36687148, 0.6866638];0;0;10,666667;6,3994045;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;326608;0;0;0;0;0;15;[12, 0, 10, 5, 93, 0.20732862, 0.40840244, 0.81209147, 0.4716527, 0.81980014, 0.41964763, 0.8729252, 0.6137466, 0.72845334, 0.7995988, 0.7965911, 0.0964725, 0.46020633, 0.79994655, 0.37175727, 0.26738793, 0.47359526, 0.7557922, 0.7693366, 0.45881128, 0.4979149, 0.07256746, 0.4368515, 0.2832141, 0.8338629, 0.6472541, 0.24247855, 0.30628186, 0.64337987, 0.49573964, 0.1707049, 0.54196763, 0.38153535, 0.20917833, 0.41334522, 0.214827, 0.45467836, 0.43426633, 0.80013096, 0.72301024, 0.93544453, 0.32339758, 0.59506184, 0.30131578, 0.6259994, 0.36687148, 0.6866638];0;0;10,666667;6,3994045;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;507378;0;0;0;0;0;15;[12, 0, 10, 5, 93, 0.20732862, 0.40840244, 0.81209147, 0.4716527, 0.81980014, 0.41964763, 0.8729252, 0.6137466, 0.72845334, 0.7995988, 0.7965911, 0.0964725, 0.46020633, 0.79994655, 0.37175727, 0.26738793, 0.47359526, 0.7557922, 0.7693366, 0.45881128, 0.4979149, 0.07256746, 0.4368515, 0.2832141, 0.8338629, 0.6472541, 0.24247855, 0.30628186, 0.64337987, 0.49573964, 0.1707049, 0.54196763, 0.38153535, 0.20917833, 0.41334522, 0.214827, 0.45467836, 0.43426633, 0.80013096, 0.72301024, 0.93544453, 0.32339758, 0.59506184, 0.30131578, 0.6259994, 0.36687148, 0.6866638];0;0;10,666667;6,3994045;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;835082;0;0;0;0;0;15;[12, 0, 10, 5, 93, 0.20732862, 0.40840244, 0.81209147, 0.4716527, 0.81980014, 0.41964763, 0.8729252, 0.6137466, 0.72845334, 0.7995988, 0.7965911, 0.0964725, 0.46020633, 0.79994655, 0.37175727, 0.26738793, 0.47359526, 0.7557922, 0.7693366, 0.45881128, 0.4979149, 0.07256746, 0.4368515, 0.2832141, 0.8338629, 0.6472541, 0.24247855, 0.30628186, 0.64337987, 0.49573964, 0.1707049, 0.54196763, 0.38153535, 0.20917833, 0.41334522, 0.214827, 0.45467836, 0.43426633, 0.80013096, 0.72301024, 0.93544453, 0.32339758, 0.59506184, 0.30131578, 0.6259994, 0.36687148, 0.6866638];0;0;10,666667;6,3994045;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;561441;0;0;0;0;0;15;[12, 0, 10, 5, 93, 0.20732862, 0.40840244, 0.81209147, 0.4716527, 0.81980014, 0.41964763, 0.8729252, 0.6137466, 0.72845334, 0.7995988, 0.7965911, 0.0964725, 0.46020633, 0.79994655, 0.37175727, 0.26738793, 0.47359526, 0.7557922, 0.7693366, 0.45881128, 0.4979149, 0.07256746, 0.4368515, 0.2832141, 0.8338629, 0.6472541, 0.24247855, 0.30628186, 0.64337987, 0.49573964, 0.1707049, 0.54196763, 0.38153535, 0.20917833, 0.41334522, 0.214827, 0.45467836, 0.43426633, 0.80013096, 0.72301024, 0.93544453, 0.32339758, 0.59506184, 0.30131578, 0.6259994, 0.36687148, 0.6866638];0;0;10,666667;6,3994045;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23;264813;0;0;0;0;0;15;[12, 0, 10, 5, 93, 0.20732862, 0.40840244, 0.81209147, 0.4716527, 0.81980014, 0.41964763, 0.8729252, 0.6137466, 0.72845334, 0.7995988, 0.7965911, 0.0964725, 0.46020633, 0.79994655, 0.37175727, 0.26738793, 0.47359526, 0.7557922, 0.7693366, 0.45881128, 0.4979149, 0.07256746, 0.4368515, 0.2832141, 0.8338629, 0.6472541, 0.24247855, 0.30628186, 0.64337987, 0.49573964, 0.1707049, 0.54196763, 0.38153535, 0.20917833, 0.41334522, 0.214827, 0.45467836, 0.43426633, 0.80013096, 0.72301024, 0.93544453, 0.32339758, 0.59506184, 0.30131578, 0.6259994, 0.36687148, 0.6866638];0;0;10,666667;6,3994045;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;288128;0;0;0;0;0;15;[12, 0, 10, 5, 93, 0.20732862, 0.40840244, 0.81209147, 0.4716527, 0.81980014, 0.41964763, 0.8729252, 0.6137466, 0.72845334, 0.7995988, 0.7965911, 0.0964725, 0.46020633, 0.79994655, 0.37175727, 0.26738793, 0.47359526, 0.7557922, 0.7693366, 0.45881128, 0.4979149, 0.07256746, 0.4368515, 0.2832141, 0.8338629, 0.6472541, 0.24247855, 0.30628186, 0.64337987, 0.49573964, 0.1707049, 0.54196763, 0.38153535, 0.20917833, 0.41334522, 0.214827, 0.45467836, 0.43426633, 0.80013096, 0.72301024, 0.93544453, 0.32339758, 0.59506184, 0.30131578, 0.6259994, 0.36687148, 0.6866638];0;0;10,666667;6,3994045;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25;359462;0;0;0;0;0;15;[12, 0, 10, 5, 93, 0.20732862, 0.40840244, 0.81209147, 0.4716527, 0.81980014, 0.41964763, 0.8729252, 0.6137466, 0.72845334, 0.7995988, 0.7965911, 0.0964725, 0.46020633, 0.79994655, 0.37175727, 0.26738793, 0.47359526, 0.7557922, 0.7693366, 0.45881128, 0.4979149, 0.07256746, 0.4368515, 0.2832141, 0.8338629, 0.6472541, 0.24247855, 0.30628186, 0.64337987, 0.49573964, 0.1707049, 0.54196763, 0.38153535, 0.20917833, 0.41334522, 0.214827, 0.45467836, 0.43426633, 0.80013096, 0.72301024, 0.93544453, 0.32339758, 0.59506184, 0.30131578, 0.6259994, 0.36687148, 0.6866638];0;0;10,666667;6,3994045;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26;436893;0;0;0;0;0;15;[12, 0, 10, 5, 93, 0.20732862, 0.40840244, 0.81209147, 0.4716527, 0.81980014, 0.41964763, 0.8729252, 0.6137466, 0.72845334, 0.7995988, 0.7965911, 0.0964725, 0.46020633, 0.79994655, 0.37175727, 0.26738793, 0.47359526, 0.7557922, 0.7693366, 0.45881128, 0.4979149, 0.07256746, 0.4368515, 0.2832141, 0.8338629, 0.6472541, 0.24247855, 0.30628186, 0.64337987, 0.49573964, 0.1707049, 0.54196763, 0.38153535, 0.20917833, 0.41334522, 0.214827, 0.45467836, 0.43426633, 0.80013096, 0.72301024, 0.93544453, 0.32339758, 0.59506184, 0.30131578, 0.6259994, 0.36687148, 0.6866638];0;0;10,666667;6,3994045;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27;734588;0;0;0;0;0;15;[12, 0, 10, 5, 93, 0.20732862, 0.40840244, 0.81209147, 0.4716527, 0.81980014, 0.41964763, 0.8729252, 0.6137466, 0.72845334, 0.7995988, 0.7965911, 0.0964725, 0.46020633, 0.79994655, 0.37175727, 0.26738793, 0.47359526, 0.7557922, 0.7693366, 0.45881128, 0.4979149, 0.07256746, 0.4368515, 0.2832141, 0.8338629, 0.6472541, 0.24247855, 0.30628186, 0.64337987, 0.49573964, 0.1707049, 0.54196763, 0.38153535, 0.20917833, 0.41334522, 0.214827, 0.45467836, 0.43426633, 0.80013096, 0.72301024, 0.93544453, 0.32339758, 0.59506184, 0.30131578, 0.6259994, 0.36687148, 0.6866638];0;0;10,666667;6,3994045;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28;763201;0;0;0;0;0;15;[12, 0, 10, 5, 93, 0.20732862, 0.40840244, 0.81209147, 0.4716527, 0.81980014, 0.41964763, 0.8729252, 0.6137466, 0.72845334, 0.7995988, 0.7965911, 0.0964725, 0.46020633, 0.79994655, 0.37175727, 0.26738793, 0.47359526, 0.7557922, 0.7693366, 0.45881128, 0.4979149, 0.07256746, 0.4368515, 0.2832141, 0.8338629, 0.6472541, 0.24247855, 0.30628186, 0.64337987, 0.49573964, 0.1707049, 0.54196763, 0.38153535, 0.20917833, 0.41334522, 0.214827, 0.45467836, 0.43426633, 0.80013096, 0.72301024, 0.93544453, 0.32339758, 0.59506184, 0.30131578, 0.6259994, 0.36687148, 0.6866638];0;0;10,666667;6,3994045;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
